CVE_CLPV,CVE_DOC,CVE_VEND,FECHA_ENT,CAN_TOT
      7072,F31251,2.0,2020-02-24 00:00:00,592.091
      7072,F31252,2.0,2020-02-24 00:00:00,592.091
      3855,F31253,2.0,2020-02-17 00:00:00,626.6
      2262,F31254,2.0,2020-02-24 00:00:00,13855.0
      3437,F31255,2.0,2020-02-24 00:00:00,450.0
      7049,F31256,2.0,2020-02-12 00:00:00,2771.48
      4695,F31257,1.0,2020-02-28 00:00:00,4963.5
        43,F31258,1.0,2020-02-25 00:00:00,1255.0
        49,F31259,3.0,2020-02-21 00:00:00,2100.0
      3032,F31260,2.0,2020-02-25 00:00:00,1023.5346000000001
      4029,F31261,2.0,2019-11-28 00:00:00,3892.2400000000002
      6724,F31262,2.0,2020-02-25 00:00:00,107.10000000000001
      1130,F31263,2.0,2020-02-25 00:00:00,112.1
      6388,F31264,1.0,2020-02-20 00:00:00,4140.000000000001
      7062,F31265,2.0,2020-02-25 00:00:00,799.58
      7073,F31266,2.0,2020-02-25 00:00:00,1470.0000000000002
      5926,F31267,2.0,2020-02-14 00:00:00,316.32000000000005
      4456,F31268,2.0,2020-02-25 00:00:00,386.1
      7074,F31269,2.0,2020-02-25 00:00:00,851.7400000000001
      6572,F31270,3.0,2020-02-25 00:00:00,4725.0
      7041,F31271,2.0,2020-02-25 00:00:00,91.63640000000001
      5926,F31272,2.0,2020-02-25 00:00:00,250.00000000000003
      5728,F31273,1.0,2020-02-20 00:00:00,4380.0
       466,F31274,1.0,2020-02-26 00:00:00,1050.0
      7076,F31275,5.0,2020-02-26 00:00:00,999.9068000000001
      7064,F31276,2.0,2020-02-21 00:00:00,2067.2000000000003
       357,F31277,2.0,2020-02-18 00:00:00,6570.64
      6547,F31278,2.0,2020-02-20 00:00:00,978.7500000000001
      4581,F31279,1.0,2020-02-25 00:00:00,2558.4200000000005
      2262,F31280,2.0,2020-02-26 00:00:00,171.81840000000003
      3455,F31281,2.0,2020-02-26 00:00:00,1192.6200000000001
      7077,F31282,2.0,2020-02-26 00:00:00,798.2800000000001
      6808,F31283,2.0,2020-02-24 00:00:00,14800.000000000002
      2778,F31284,2.0,2020-02-24 00:00:00,2078.9999000000003
      6582,F31285,2.0,2020-02-26 00:00:00,331.94000000000005
      6412,F31286,2.0,2020-02-19 00:00:00,782.36
      5855,F31287,1.0,2020-02-24 00:00:00,10917.2
      5855,F31288,2.0,2020-02-26 00:00:00,4649.857
      6198,F31289,4.0,2020-02-19 00:00:00,26700.000000000004
      5746,F31290,2.0,2020-02-26 00:00:00,290.33000000000004
      7078,F31291,2.0,2020-02-26 00:00:00,468.98
      5691,F31292,2.0,2020-02-27 00:00:00,1383.66
      3931,F31293,2.0,2020-02-27 00:00:00,975.8100000000001
      1583,F31294,2.0,2020-02-21 00:00:00,1717.2
      7079,F31295,2.0,2020-02-27 00:00:00,301.73
      6724,F31296,2.0,2020-02-27 00:00:00,58.418200000000006
      5861,F31297,2.0,2020-02-27 00:00:00,270.90000000000003
      1130,F31298,2.0,2020-02-18 00:00:00,944.6
      1130,F31299,2.0,2020-02-27 00:00:00,224.20000000000002
      4612,F31300,2.0,2020-02-27 00:00:00,750.0000000000001
      6198,F31301,4.0,2020-02-27 00:00:00,8000.000000000001
      7078,F31302,2.0,2020-02-27 00:00:00,371.60450000000003
       607,F31303,2.0,2020-02-07 00:00:00,930.8000000000001
      4598,F31304,1.0,2020-02-24 00:00:00,14753.000000000002
        42,F31305,2.0,2020-02-27 00:00:00,3150.0
      7080,F31306,1.0,2020-02-27 00:00:00,2840.0
      3808,F31307,2.0,2020-02-27 00:00:00,5702.59
      7063,F31308,2.0,2020-02-27 00:00:00,508.5
      5926,F31309,2.0,2020-02-27 00:00:00,3034.75
      7081,F31310,2.0,2020-02-28 00:00:00,1903.4724
      1784,F31311,2.0,2020-02-20 00:00:00,728.5000000000001
      4598,F31312,1.0,2020-03-03 00:00:00,12213.000000000002
      6032,F31313,2.0,2020-02-12 00:00:00,1907.3
      5149,F31314,2.0,2020-02-28 00:00:00,1363.2600000000002
      5149,F31315,2.0,2020-02-28 00:00:00,1363.2600000000002
       989,F31316,2.0,2020-02-11 00:00:00,2766.0
      3222,F31317,2.0,2020-02-28 00:00:00,2766.0
      5149,F31318,2.0,2020-02-28 00:00:00,2766.0
      5926,F31319,2.0,2020-02-28 00:00:00,450.99
      7067,F31320,5.0,2020-02-28 00:00:00,27753.000000000004
      6963,F31321,2.0,2020-02-28 00:00:00,262.5
      7079,F31322,2.0,2020-02-28 00:00:00,1034.4827
      6879,F31323,2.0,2020-02-27 00:00:00,371.60450000000003
      6397,F31324,2.0,2020-02-28 00:00:00,252.16000000000003
      5926,F31325,2.0,2020-02-28 00:00:00,244.50000000000003
      7082,F31326,2.0,2020-02-28 00:00:00,1464.862
      6536,F31327,2.0,2020-02-28 00:00:00,796.8189000000001
      5915,F31328,2.0,2020-02-28 00:00:00,4438.5172
      6054,F31329,2.0,2020-02-28 00:00:00,2586.2068000000004
      5088,F31330,2.0,2020-02-28 00:00:00,775.8620000000001
      5416,F31331,2.0,2020-02-28 00:00:00,560.7418
      6039,F31332,2.0,2020-02-28 00:00:00,3987.2727000000004
      7083,F31333,2.0,2020-02-28 00:00:00,912.0
      2610,F31334,5.0,2020-02-24 00:00:00,6935.400000000001
      5106,F31335,2.0,2020-02-06 00:00:00,1778.0000000000002
      3634,F31336,3.0,2020-02-25 00:00:00,5067.8
      6573,F31337,2.0,2020-02-28 00:00:00,300.0
      7074,F31338,2.0,2020-02-25 00:00:00,851.7400000000001
       644,F31339,1.0,2020-02-27 00:00:00,71346.0
       871,F31340,1.0,2020-03-03 00:00:00,6576.0
      5926,F31341,2.0,2020-02-28 00:00:00,530.1724
      5926,F31342,2.0,2020-02-28 00:00:00,2155.1724
      5926,F31343,2.0,2020-02-28 00:00:00,1724.1379
      5926,F31344,2.0,2020-02-28 00:00:00,1033.5775
      6478,F31345,2.0,2020-02-28 00:00:00,1201.0775
      3686,F31346,2.0,2020-02-28 00:00:00,4310.3448
      5598,F31347,2.0,2020-02-28 00:00:00,1724.1379
      5926,F31348,2.0,2020-02-28 00:00:00,724.1379
      5926,F31349,2.0,2020-02-28 00:00:00,20250.0
       871,F31350,1.0,2020-02-28 00:00:00,2704.0
      7031,F31351,3.0,2020-02-28 00:00:00,643.0
      7075,F31352,5.0,2020-02-28 00:00:00,4100.0
      6744,F31353,3.0,2020-02-28 00:00:00,631.0
      5926,F31354,2.0,2020-02-28 00:00:00,301.8103
      3806,F31355,2.0,2020-02-28 00:00:00,4242.4137
      5926,F31356,2.0,2020-02-28 00:00:00,3300.0
      5926,F31357,2.0,2020-02-28 00:00:00,2840.0
      5926,F31358,2.0,2020-02-28 00:00:00,1312.5
       993,F31359,2.0,2020-02-28 00:00:00,2842.0
      5926,F31360,2.0,2020-02-28 00:00:00,1677.75
      5926,F31361,2.0,2020-02-28 00:00:00,442.1724
      5926,F31362,2.0,2020-02-28 00:00:00,27.4396
      5926,F31363,2.0,2020-02-28 00:00:00,209.3103
      5926,F31364,2.0,2020-02-28 00:00:00,1337.5603
      7060,F31365,5.0,2020-03-02 00:00:00,2398.0
       357,F31366,2.0,2020-03-03 00:00:00,624.0600000000001
      5930,F31367,4.0,2020-02-21 00:00:00,20700.0
      3521,F31368,2.0,2020-03-02 00:00:00,2981.8180000000007
      6754,F31369,2.0,2020-02-19 00:00:00,1126.68
      5861,F31370,2.0,2020-03-02 00:00:00,286.36350000000004
      6869,F31371,2.0,2020-03-03 00:00:00,876.9000000000001
      2901,F31372,2.0,2020-02-21 00:00:00,6213.400000000001
      1965,F31373,2.0,2020-03-03 00:00:00,1480.0000000000002
      5926,F31374,2.0,2020-03-03 00:00:00,215.52
      5926,F31375,2.0,2020-02-28 00:00:00,3244.3137000000006
      5114,F31376,2.0,2020-02-17 00:00:00,495.00000000000006
      7084,F31377,2.0,2020-03-02 00:00:00,1660.91
      6381,F31378,2.0,2020-03-02 00:00:00,375.00000000000006
      7085,F31379,2.0,2020-03-02 00:00:00,637.0
      4535,F31380,3.0,2020-02-25 00:00:00,786.9000000000001
      6478,F31381,2.0,2020-02-25 00:00:00,2402.1600000000003
      5049,F31382,2.0,2020-02-17 00:00:00,740.7
      5633,F31383,2.0,2020-03-02 00:00:00,739.2600000000001
      7085,F31384,2.0,2020-03-02 00:00:00,637.0
       417,F31385,2.0,2020-03-03 00:00:00,4200.0
      6854,F31386,2.0,2020-03-02 00:00:00,146.6
      5926,F31387,2.0,2020-03-03 00:00:00,2067.18
      7055,F31388,5.0,2020-03-03 00:00:00,1443.5
      7086,F31389,2.0,2020-03-03 00:00:00,838.35
      7086,F31390,2.0,2020-03-02 00:00:00,305.455
      1198,F31391,2.0,2020-02-18 00:00:00,507.5
      1339,F31392,1.0,2020-03-04 00:00:00,1520.0000000000002
      7031,F31393,3.0,2020-02-19 00:00:00,1286.0
      6760,F31394,2.0,2020-03-03 00:00:00,2385.2400000000002
       993,F31395,2.0,2020-03-04 00:00:00,2842.0000000000005
       941,F31396,4.0,2020-03-04 00:00:00,2376.05
      2768,F31397,3.0,2020-03-04 00:00:00,4770.4800000000005
      6426,F31398,2.0,2020-03-04 00:00:00,2988.6675
      5926,F31399,2.0,2020-03-03 00:00:00,82.41560000000001
      7088,F31400,2.0,2020-03-03 00:00:00,3763.6544000000004
      7050,F31401,2.0,2020-03-04 00:00:00,350.00000000000006
      1913,F31402,2.0,2020-03-04 00:00:00,1114.8135000000002
      5426,F31403,2.0,2020-03-04 00:00:00,467.7273
      3919,F31404,2.0,2020-03-04 00:00:00,413.92
       480,F31405,2.0,2020-03-04 00:00:00,168.0
      4480,F31406,2.0,2020-03-04 00:00:00,2260.0
      7089,F31407,2.0,2020-03-04 00:00:00,1768.5
      5926,F31408,2.0,2020-03-04 00:00:00,1063.1100000000001
      5728,F31409,1.0,2020-03-04 00:00:00,5525.0
      6553,F31410,3.0,2020-02-07 00:00:00,4362.2545
      6426,F31411,2.0,2020-03-04 00:00:00,1800.0000000000002
      7090,F31412,5.0,2020-03-05 00:00:00,360.0
      3806,F31413,2.0,2020-02-25 00:00:00,4242.450000000001
      3806,F31414,2.0,2020-03-05 00:00:00,1675.2408
      3806,F31415,2.0,2020-03-05 00:00:00,704.182
      7020,F31416,3.0,2020-02-28 00:00:00,7228.6
      3521,F31417,2.0,2020-03-05 00:00:00,267.27270000000004
      6290,F31418,2.0,2020-03-05 00:00:00,603.4482
      6536,F31419,2.0,2020-02-28 00:00:00,1593.65
      6962,F31420,2.0,2020-03-05 00:00:00,1557.2730000000001
      5746,F31421,2.0,00:00:00,384.33000000000004
      7050,F31422,2.0,2020-02-27 00:00:00,357.00000000000006
       253,F31423,3.0,2020-03-06 00:00:00,4905.0
      6572,F31424,3.0,2020-03-06 00:00:00,4725.0
      6744,F31425,3.0,2020-02-28 00:00:00,1833.0000000000002
      1852,F31426,2.0,2020-03-02 00:00:00,3585.1200000000003
      6954,F31427,2.0,2020-03-06 00:00:00,2038.6227000000003
      6839,F31428,2.0,2020-02-07 00:00:00,7522.500000000001
      5456,F31429,2.0,2020-03-06 00:00:00,427.24500000000006
      6928,F31430,2.0,2020-03-06 00:00:00,112.8
      6211,F31431,2.0,2020-03-06 00:00:00,350.00000000000006
      5148,F31432,2.0,2020-03-06 00:00:00,504.32000000000005
      1429,F31433,5.0,2020-02-27 00:00:00,21437.5
      1429,F31434,5.0,2020-03-06 00:00:00,12862.35
       161,F31435,5.0,2020-03-05 00:00:00,2000.0
      7088,F31436,2.0,2020-03-09 00:00:00,3763.6544000000004
      2385,F31437,5.0,2020-03-06 00:00:00,93360.00000000001
      5088,F31438,2.0,2020-02-28 00:00:00,1440.0000000000002
      7082,F31439,2.0,2020-03-02 00:00:00,1464.8600000000001
      2568,F31440,2.0,2020-02-27 00:00:00,3930.6200000000003
      5072,F31441,2.0,2020-03-09 00:00:00,296.0
      5926,F31442,3.0,2020-03-09 00:00:00,996.5517000000001
        95,F31443,2.0,2020-03-09 00:00:00,168.0
      6685,F31444,2.0,2020-03-09 00:00:00,1544.1873
      5926,F31445,3.0,2020-03-09 00:00:00,1543.9993000000002
      7020,F31446,3.0,2020-02-28 00:00:00,7763.6
      2385,F31447,5.0,2020-03-12 00:00:00,480.0
      5746,F31448,2.0,2020-02-24 00:00:00,1335.3000000000002
      5746,F31449,2.0,2020-02-24 00:00:00,1335.3000000000002
      5746,F31450,2.0,2020-02-26 00:00:00,3841.5000000000005
      4581,F31451,1.0,2020-03-10 00:00:00,760.0
      6538,F31452,3.0,2020-02-13 00:00:00,3750.0000000000005
      6486,F31453,3.0,2020-03-03 00:00:00,1677.75
      7092,F31454,2.0,2020-03-10 00:00:00,4178.4800000000005
      6184,F31455,2.0,2020-02-24 00:00:00,1038.0
      4605,F31456,2.0,2020-03-10 00:00:00,734.53
      5926,F31457,2.0,2020-03-03 00:00:00,1014.2109000000002
      6586,F31458,2.0,2020-03-10 00:00:00,874.8000000000001
      6290,F31459,2.0,2020-03-05 00:00:00,770.7900000000001
      5331,F31460,3.0,2020-03-10 00:00:00,6964.0
      5789,F31461,2.0,2020-03-10 00:00:00,1629.15
      5789,F31462,2.0,2020-03-10 00:00:00,265.41
      5894,F31463,5.0,2020-03-12 00:00:00,6586.5
      4464,F31464,2.0,2020-03-11 00:00:00,2462.5
      7095,F31465,3.0,2020-03-11 00:00:00,1450.0000000000002
      4914,F31466,2.0,2020-03-11 00:00:00,192.71
      7096,F31467,2.0,2020-03-11 00:00:00,2625.0
      3912,F31468,1.0,2020-03-11 00:00:00,3240.0000000000005
      3912,F31469,1.0,2020-03-11 00:00:00,1872.8220000000001
      2465,F31470,1.0,2020-03-11 00:00:00,1150.0
      5037,F31471,2.0,2020-03-11 00:00:00,518.4136000000001
       361,F31472,2.0,2020-03-02 00:00:00,745.5000000000001
      6417,F31473,2.0,2020-02-20 00:00:00,292.18
3612C,F31474,5.0,2020-03-11 00:00:00,1236.0
3612C,F31475,5.0,2020-03-11 00:00:00,1440.0
3612C,F31476,5.0,2020-03-11 00:00:00,1440.0
       466,F31477,1.0,2020-03-12 00:00:00,1050.0
      2768,F31478,3.0,2020-03-03 00:00:00,1715.0
      2385,F31479,5.0,2020-03-13 00:00:00,2900.0
      1583,F31480,3.0,2020-03-05 00:00:00,3132.0
       537,F31481,2.0,2020-03-09 00:00:00,10731.6
      6787,F31482,2.0,2020-03-12 00:00:00,466.20020000000005
      3846,F31483,3.0,2020-03-09 00:00:00,7675.200000000001
      6893,F31484,2.0,2020-03-12 00:00:00,738.5200000000001
      5472,F31485,2.0,2020-02-28 00:00:00,3577.86
      2964,F31486,2.0,2020-02-25 00:00:00,1924.7500000000002
      6055,F31487,2.0,2020-02-24 00:00:00,1682.8
      6055,F31488,2.0,2020-02-24 00:00:00,1682.8000000000002
      5926,F31489,2.0,2020-03-12 00:00:00,1472.2800000000002
      5072,F31490,2.0,2020-03-12 00:00:00,472.50000000000006
      6566,F31491,2.0,2020-03-12 00:00:00,3351.9056
      7080,F31492,1.0,2020-03-12 00:00:00,2840.0000000000005
      6396,F31493,5.0,2020-03-13 00:00:00,2999.73
       453,F31494,2.0,2020-03-09 00:00:00,6841.4
      ,F31495,2.0,2020-03-13 00:00:00,900.0000000000001
      4581,F31496,1.0,2020-03-12 00:00:00,1834.5600000000002
      4581,F31497,1.0,2020-03-13 00:00:00,240.00000000000003
      5926,F31498,2.0,2020-03-11 00:00:00,370.00399999999996
      6251,F31499,2.0,2020-03-12 00:00:00,129.88000000000002
      5926,F31500,2.0,2020-02-18 00:00:00,638.98
      6396,F31501,3.0,2020-03-13 00:00:00,2999.73
      7094,F31502,2.0,2020-03-13 00:00:00,681.4127000000001
      5926,F31503,2.0,00:00:00,5246.182
      4456,F31504,2.0,2020-03-13 00:00:00,386.1
      7098,F31505,2.0,2020-03-13 00:00:00,1600.0
      5926,F31506,2.0,2020-03-13 00:00:00,1465.7
      6607,F31507,2.0,2020-03-13 00:00:00,1117.8500000000001
      5233,F31508,2.0,2020-03-09 00:00:00,4994.6034
      7074,F31509,2.0,2020-03-02 00:00:00,1703.4800000000002
      7099,F31510,2.0,2020-03-13 00:00:00,255.43640000000005
      5926,F31511,2.0,2020-03-13 00:00:00,727.8
      7071,F31512,2.0,2020-02-24 00:00:00,893.48
        42,F31513,2.0,2020-03-17 00:00:00,3150.0000000000005
      4598,F31514,1.0,2020-03-18 00:00:00,12213.000000000002
      7087,F31515,3.0,2020-03-09 00:00:00,1431.2500000000002
      4539,F31516,2.0,2020-03-17 00:00:00,813.0000000000001
      2279,F31517,2.0,2020-03-04 00:00:00,11371.78
      6042,F31518,3.0,2020-03-10 00:00:00,685.0
      6335,F31519,2.0,2020-03-17 00:00:00,332.5
       209,F31520,2.0,2020-03-17 00:00:00,2000.0000000000002
      6963,F31521,2.0,2020-03-17 00:00:00,201.50000000000003
      6441,F31522,3.0,2020-03-11 00:00:00,1246.2
      7065,F31523,2.0,2020-03-17 00:00:00,3507.2700000000004
      7092,F31524,2.0,2020-03-13 00:00:00,387.93080000000003
      4581,F31525,1.0,2020-03-17 00:00:00,180.70000000000002
      8081,F31526,2.0,2020-03-17 00:00:00,224.14000000000001
      6152,F31527,3.0,2020-03-09 00:00:00,1875.0
      4675,F31528,1.0,2020-03-18 00:00:00,9838.0
      5926,F31529,2.0,2020-03-17 00:00:00,1594.14
      6084,F31530,2.0,2020-03-18 00:00:00,203.46
      1429,F31531,5.0,2020-03-17 00:00:00,8575.0
      6954,F31532,3.0,2020-03-13 00:00:00,800.0000000000001
      6397,F31533,2.0,2020-03-18 00:00:00,518.4136000000001
      6608,F31534,2.0,2020-03-18 00:00:00,1653.7500000000002
      6608,F31535,2.0,2020-03-18 00:00:00,1721.2500000000002
      6608,F31536,2.0,2020-03-18 00:00:00,1687.5000000000002
      6608,F31537,2.0,2020-03-18 00:00:00,1350.0
      6608,F31538,2.0,2020-03-18 00:00:00,1350.0
       629,F31539,2.0,2020-03-18 00:00:00,820.0
      6333,F31540,2.0,2020-03-04 00:00:00,7016.750000000001
3612C,F31541,5.0,2020-03-18 00:00:00,1440.0
      5915,F31542,2.0,2020-02-26 00:00:00,4438.52
      5728,F31543,1.0,2020-03-17 00:00:00,34884.0
      5728,F31544,1.0,2020-03-18 00:00:00,8334.25
      2124,F31545,2.0,2020-03-10 00:00:00,2313.52
      3930,F31546,4.0,2020-03-12 00:00:00,25725.000000000004
      6891,F31547,2.0,2020-03-19 00:00:00,350.00000000000006
       941,F31548,4.0,2020-03-19 00:00:00,4164.0
      8003,F31549,2.0,2020-03-19 00:00:00,108.8182
      6052,F31550,2.0,2020-03-19 00:00:00,1700.0000000000002
      6052,F31551,2.0,2020-03-19 00:00:00,1700.0000000000002
      6052,F31552,2.0,2020-03-19 00:00:00,850.0000000000001
      6049,F31553,2.0,2020-03-19 00:00:00,477.00000000000006
      6573,F31554,2.0,2020-03-19 00:00:00,286.36400000000003
      5926,F31555,2.0,2020-03-13 00:00:00,227.4273
      8004,F31556,2.0,2020-03-19 00:00:00,1448.2800000000002
      7076,F31557,5.0,2020-03-19 00:00:00,57.50000000000001
      8000,F31558,2.0,2020-03-19 00:00:00,1960.0000000000002
      3686,F31559,2.0,2020-02-21 00:00:00,6128.16
      6211,F31560,2.0,2020-03-20 00:00:00,350.0
O,F31561,3.0,2020-03-20 00:00:00,640.0
      8005,F31562,2.0,2020-03-20 00:00:00,700.0000000000001
      7093,F31563,2.0,2020-03-11 00:00:00,618.72
      5424,F31564,5.0,2020-03-20 00:00:00,1341.0
      8006,F31565,2.0,2020-03-20 00:00:00,5427.7371
      5894,F31566,5.0,2020-03-20 00:00:00,7000.000000000001
      6135,F31567,2.0,2020-03-20 00:00:00,147.97
      6040,F31568,2.0,2020-03-20 00:00:00,180.00000000000003
      8007,F31569,2.0,2020-03-20 00:00:00,996.2225000000001
      5926,F31570,2.0,2020-03-20 00:00:00,2084.7528
      2768,F31571,3.0,2020-03-20 00:00:00,4770.4800000000005
      6901,F31572,2.0,2020-03-20 00:00:00,1311.5455000000002
      4889,F31573,3.0,2020-03-13 00:00:00,1572.45
      8008,F31574,2.0,2020-03-20 00:00:00,1545.0
      8009,F31575,2.0,2020-03-20 00:00:00,1155.0
       941,F31576,4.0,2020-03-20 00:00:00,4722.1
      5732,F31577,2.0,2020-03-09 00:00:00,8524.18
      5930,F31578,4.0,2020-02-25 00:00:00,3750.0
      2768,F31579,3.0,2020-03-17 00:00:00,4741.25
         9,F31580,3.0,2020-03-11 00:00:00,3493.7500000000005
      5598,F31581,2.0,2020-03-03 00:00:00,3422.2800000000007
      2901,F31582,2.0,2020-03-13 00:00:00,2247.0
      2063,F31583,5.0,2020-02-18 00:00:00,14180.0
      5593,F31584,2.0,2020-03-17 00:00:00,4200.0
      5854,F31585,3.0,2020-03-11 00:00:00,5122.0
      5633,F31586,2.0,2020-03-23 00:00:00,739.2600000000001
      5358,F31587,2.0,2020-03-23 00:00:00,509.77000000000004
      6878,F31588,2.0,2020-02-24 00:00:00,2697.84
       908,F31589,2.0,2020-03-17 00:00:00,1137.5
        88,F31590,3.0,2020-03-23 00:00:00,2269.2400000000002
      8010,F31591,2.0,2020-03-23 00:00:00,820.9091000000001
      5968,F31592,1.0,2020-03-20 00:00:00,2595.0
      6462,F31593,3.0,2020-03-24 00:00:00,2593.0
      7075,F31594,5.0,2020-03-20 00:00:00,2500.0
      4452,F31595,2.0,2020-03-24 00:00:00,120.00000000000001
      5926,F31596,2.0,2020-03-23 00:00:00,839.4200000000001
       161,F31597,5.0,2020-03-25 00:00:00,1779.0000000000002
       161,F31598,5.0,2020-04-03 00:00:00,4000.0000000000005
      4381,F31599,2.0,2020-03-24 00:00:00,794.1400000000001
6781|,F31600,2.0,2020-03-24 00:00:00,1192.6200000000001
      6963,F31601,2.0,2020-03-24 00:00:00,438.136
         9,F31602,3.0,2020-03-11 00:00:00,3493.7500000000005
      5872,F31603,3.0,2020-03-04 00:00:00,32196.000000000004
      2918,F31604,2.0,2020-03-24 00:00:00,1041.8625
       322,F31605,1.0,2020-03-25 00:00:00,3842.2000000000003
      6291,F31606,2.0,2020-03-24 00:00:00,360.00000000000006
      5894,F31607,5.0,2020-03-18 00:00:00,10194.0
      4029,F31608,2.0,2019-11-28 00:00:00,3892.2400000000002
      3930,F31609,4.0,2020-03-20 00:00:00,25725.000000000004
      6102,F31610,2.0,2020-03-25 00:00:00,694.575
      3341,F31611,2.0,2020-03-24 00:00:00,344.83000000000004
      6251,F31612,2.0,2020-03-13 00:00:00,4895.96
      2561,F31613,2.0,2020-03-24 00:00:00,3370.0000000000005
      2465,F31614,1.0,2020-03-25 00:00:00,3630.0000000000005
      3943,F31615,2.0,00:00:00,347.2875
      6457,F31616,1.0,2020-03-18 00:00:00,431.03000000000003
      3795,F31617,2.0,2020-02-13 00:00:00,2147.55
      5926,F31618,3.0,2020-03-25 00:00:00,3646.15
      6251,F31619,2.0,2020-03-25 00:00:00,496.25
      5804,F31620,2.0,2020-03-09 00:00:00,1552.0000000000002
      5804,F31621,2.0,2020-03-25 00:00:00,120.00000000000001
      6628,F31622,2.0,2020-03-25 00:00:00,357.00000000000006
      1965,F31623,2.0,2020-03-25 00:00:00,1750.0
      6465,F31624,2.0,2020-03-18 00:00:00,704.3100000000001
      5728,F31625,1.0,2020-03-25 00:00:00,3452.97
      1053,F31626,3.0,2020-03-17 00:00:00,17372.82
      2568,F31627,2.0,2020-03-25 00:00:00,400.00000000000006
      5926,F31628,2.0,2020-03-26 00:00:00,1258.8000000000002
      4938,F31629,2.0,2020-03-20 00:00:00,1200.74
      6084,F31630,2.0,2020-03-18 00:00:00,215.52
         9,F31631,3.0,2020-03-03 00:00:00,7400.0
      3806,F31632,2.0,2020-03-27 00:00:00,2179.6364000000003
      2595,F31633,2.0,2020-03-19 00:00:00,1009.2900000000001
      6061,F31634,2.0,2020-03-27 00:00:00,260.0
      6396,F31635,3.0,2020-03-27 00:00:00,2999.73
      4467,F31636,2.0,2020-03-26 00:00:00,800.0000000000001
      6823,F31637,4.0,2020-03-24 00:00:00,600.0
      3989,F31638,2.0,2020-03-27 00:00:00,2950.0000000000005
      5106,F31639,2.0,2020-03-27 00:00:00,1000.1934000000001
      3686,F31640,2.0,2020-03-27 00:00:00,2700.7000000000003
      6152,F31641,3.0,2020-03-23 00:00:00,5750.0
      6811,F31642,1.0,2020-03-20 00:00:00,19500.0
      7026,F31643,2.0,2020-03-30 00:00:00,4287.450000000001
      6636,F31644,2.0,2020-03-30 00:00:00,3822.0000000000005
      5644,F31645,3.0,2020-03-23 00:00:00,4990.0
      1852,F31646,2.0,2020-03-30 00:00:00,2386.5600000000004
      5233,F31647,2.0,2020-03-11 00:00:00,4299.5
      8006,F31648,2.0,2020-03-30 00:00:00,17744.0
      6573,F31649,2.0,2020-03-30 00:00:00,1137.5
       357,F31650,2.0,2020-03-30 00:00:00,1435.8270000000002
      4429,F31651,2.0,2020-03-30 00:00:00,296.0
      5926,F31652,2.0,2020-03-30 00:00:00,357.0
      5057,F31653,2.0,2020-03-30 00:00:00,3500.0000000000005
      5894,F31654,5.0,2020-03-18 00:00:00,5059.5
      6061,F31655,2.0,2020-03-31 00:00:00,150.0
      6053,F31656,2.0,2020-03-23 00:00:00,739.9200000000001
      6381,F31657,2.0,2020-03-31 00:00:00,964.3647000000001
      8081,F31658,4.0,2020-03-31 00:00:00,383.00000000000006
      8082,F31659,2.0,2020-03-31 00:00:00,383.00000000000006
      2549,F31660,2.0,2020-03-19 00:00:00,6500.500000000001
      5926,F31661,2.0,2020-03-31 00:00:00,2090.3
      3926,F31662,5.0,2020-03-30 00:00:00,1100.0
      5966,F31663,2.0,2020-03-20 00:00:00,9877.0
      2357,F31664,2.0,2020-03-20 00:00:00,7435.8
      8012,F31665,2.0,2020-03-31 00:00:00,1626.2050000000002
      8012,F31666,2.0,2020-03-31 00:00:00,834.1818000000001
      2465,F31667,1.0,2020-03-31 00:00:00,4624.612
      6155,F31668,4.0,2020-03-31 00:00:00,400.00000000000006
      6426,F31669,4.0,2020-03-31 00:00:00,5600.000000000001
      6426,F31670,4.0,2020-03-31 00:00:00,3450.0
       401,F31671,2.0,2020-03-17 00:00:00,2112.0
      5926,F31672,2.0,2020-03-31 00:00:00,796.8275000000001
      2325,F31673,3.0,2020-03-31 00:00:00,5284.0
      8011,F31674,2.0,2020-03-26 00:00:00,625.8800000000001
      5746,F31675,2.0,2020-03-31 00:00:00,1724.1379000000002
      2906,F31676,2.0,2020-03-31 00:00:00,655.7672
      3444,F31677,2.0,2020-03-31 00:00:00,2005.4568000000002
      5926,F31678,2.0,2020-03-31 00:00:00,3413.0517000000004
      5926,F31679,2.0,2020-03-31 00:00:00,300.0
       180,F31680,3.0,2020-03-31 00:00:00,8326.5172
      5966,F31681,2.0,2020-03-31 00:00:00,4938.5
       794,F31682,5.0,2020-03-31 00:00:00,33250.0
      6576,F31683,3.0,2020-03-31 00:00:00,1870.9482
      7026,F31684,2.0,2020-03-31 00:00:00,4287.5
      6297,F31685,3.0,2020-03-31 00:00:00,3500.0000000000005
      7074,F31686,2.0,2020-03-31 00:00:00,851.7241
       180,F31687,3.0,2020-03-31 00:00:00,8326.5172
      5926,F31688,2.0,2020-03-31 00:00:00,8326.5172
      5926,F31689,2.0,2020-03-31 00:00:00,4809.4741
      2385,F31690,5.0,2020-04-06 00:00:00,46680.00000000001
       209,F31691,2.0,2020-03-27 00:00:00,1442.0000000000002
      4712,F31692,2.0,2020-03-30 00:00:00,4966.0
      4712,F31693,2.0,2020-03-23 00:00:00,2592.0
       315,F31694,,2020-03-23 00:00:00,3480.0000000000005
      4712,F31695,2.0,2019-10-04 00:00:00,6480.0
